add-none,1,39510,79020,825519,10,0
add-none,1,39610,79220,805568,10,0
add-none,1,39710,79420,853933,10,0
add-none,1,39810,79620,835090,10,0
add-none,1,39910,79820,848938,10,0
add-none,1,40010,80020,830273,10,0
add-none,1,40110,80220,834752,10,0
add-none,1,40210,80420,851408,10,0
add-none,1,40310,80620,838350,10,0
add-none,1,40410,80820,816664,10,0
add-none,1,40510,81020,884570,10,0
add-none,1,40610,81220,852319,10,0
add-none,1,40710,81420,826529,10,0
add-none,1,40810,81620,887519,10,0
add-none,1,40910,81820,954086,11,0
add-none,1,41010,82020,891592,10,0
add-none,1,41110,82220,828538,10,0
add-none,1,41210,82420,881333,10,0
add-none,1,41310,82620,946683,11,0
add-none,1,41410,82820,923245,11,0
add-none,1,41510,83020,833205,10,0
add-none,1,41610,83220,845267,10,0
add-none,1,41710,83420,911728,10,0
add-none,1,41810,83620,957367,11,0
add-none,1,41910,83820,858065,10,0
add-none,1,42010,84020,818932,9,0
add-none,1,42110,84220,857011,10,0
add-none,1,42210,84420,934729,11,0
add-none,1,42310,84620,865976,10,0
add-none,1,42410,84820,813907,9,0
add-none,1,42510,85020,840605,9,0
add-none,1,42610,85220,850524,9,0
add-none,1,42710,85420,845528,9,0
add-none,1,42810,85620,867561,10,0
add-none,1,42910,85820,1012544,11,0
add-none,1,43010,86020,916818,10,0
add-none,1,43110,86220,989980,11,0
add-none,1,43210,86420,913867,10,0
add-none,1,43310,86620,948337,10,0
add-none,1,43410,86820,932297,10,0
add-none,1,43510,87020,925319,10,0
add-none,1,43610,87220,965845,11,0
add-none,1,43710,87420,880848,10,0
add-none,1,43810,87620,957185,10,0
add-none,1,43910,87820,938421,10,0
add-none,1,44010,88020,863589,9,0
add-none,1,44110,88220,934476,10,0
add-none,1,44210,88420,862603,9,0
add-none,1,44310,88620,895447,10,0
add-none,1,44410,88820,916687,10,0
add-none,1,44510,89020,927806,10,0
add-none,1,44610,89220,943456,10,0
add-none,1,44710,89420,898808,10,0
add-none,1,44810,89620,929648,10,0
add-none,1,44910,89820,934747,10,0
add-none,1,45010,90020,936925,10,0
add-none,1,45110,90220,917455,10,0
add-none,1,45210,90420,936689,10,0
add-none,1,45310,90620,959909,10,0
add-none,1,45410,90820,907171,9,0
add-none,1,45510,91020,895476,9,0
add-none,1,45610,91220,949941,10,0
add-none,1,45710,91420,922875,10,0
add-none,1,45810,91620,967857,10,0
add-none,1,45910,91820,935529,10,0
add-none,1,46010,92020,891600,9,0
add-none,1,46110,92220,961377,10,0
add-none,1,46210,92420,1014930,10,0
add-none,1,46310,92620,960533,10,0
add-none,1,46410,92820,889304,9,0
add-none,1,46510,93020,896172,9,0
add-none,1,46610,93220,1063388,11,0
add-none,1,46710,93420,1000138,10,0
add-none,1,46810,93620,994089,10,0
add-none,1,46910,93820,930457,9,0
add-none,1,47010,94020,969832,10,0
add-none,1,47110,94220,994846,10,0
add-none,1,47210,94420,1019525,10,0
add-none,1,47310,94620,1047030,11,0
add-none,1,47410,94820,990613,10,0
add-none,1,47510,95020,912692,9,0
add-none,1,47610,95220,906422,9,0
add-none,1,47710,95420,977436,10,0
add-none,1,47810,95620,1008427,10,0
add-none,1,47910,95820,907127,9,0
add-none,1,48010,96020,984888,10,0
add-none,1,48110,96220,966046,10,0
add-none,1,48210,96420,913390,9,0
add-none,1,48310,96620,1020979,10,0
add-none,1,48410,96820,990642,10,0
add-none,1,48510,97020,963615,9,0
add-none,1,48610,97220,937876,9,0
add-none,1,48710,97420,979452,10,0
add-none,1,48810,97620,1024753,10,0
add-none,1,48910,97820,897064,9,0
add-none,1,49010,98020,948822,9,0
add-none,1,49110,98220,906025,9,0
add-none,1,49210,98420,929360,9,0
add-none,1,49310,98620,986497,10,0
add-none,1,49410,98820,924819,9,0
add-none,1,49510,99020,917294,9,0
add-none,1,49610,99220,923944,9,0
add-none,1,49710,99420,918543,9,0
add-none,1,49810,99620,939457,9,0
add-none,1,49910,99820,925154,9,0
add-none,1,50010,100020,919474,9,0
add-none,1,50110,100220,922694,9,0
add-none,1,50210,100420,990505,9,0
add-none,1,50310,100620,948931,9,0
add-none,1,50410,100820,961630,9,0
add-none,1,50510,101020,970221,9,0
add-none,1,50610,101220,960598,9,0
add-none,1,50710,101420,995186,9,0
add-none,1,50810,101620,969656,9,0
add-none,1,50910,101820,952549,9,0
add-none,1,51010,102020,993531,9,0
add-none,1,51110,102220,971549,9,0
add-none,1,51210,102420,998052,9,0
add-none,1,51310,102620,1043715,10,0
add-none,1,51410,102820,1020968,9,0
add-none,1,51510,103020,1016398,9,0
add-none,1,51610,103220,1082940,10,0
add-none,1,51710,103420,990548,9,0
add-none,1,51810,103620,967628,9,0
add-none,1,51910,103820,1008973,9,0
add-none,1,52010,104020,1028473,9,0
add-none,1,52110,104220,1014689,9,0
add-none,1,52210,104420,1060385,10,0
